Timestamp,Distance,Speed,Command,HeadingError,PID_Output
1760695997.1465669,180.0211743007358,180,F,3.0846893803860667,0
1760695997.28488,180.0211743007358,180,F,3.0846893803860667,0
1760695997.3890803,180.02632884445805,180,F,1.1343964617601046,0
1760695997.4912024,175.88834060594525,180,F,0.7149812358146619,0
1760695998.180513,137.12741996772903,180,F,-3.5515729052726783,0
1760695998.282597,130.93745519543043,180,F,-4.869280655114267,0
1760695998.3844469,122.70419590805365,180,F,-6.641404067260964,0
1760695998.709208,102.67543535950264,177,F,-8.185584568100865,0
1760695998.8117325,100.64971571132996,176,F,-9.30012404834332,0
1760695998.9130917,95.06666729712312,175,F,-12.806872064355161,0
1760695999.232974,80.90473012541179,170,L,-15.73971002575189,0
1760695999.6592977,56.96633499245489,150,CCW,-25.7703320680439,0
1760695999.8321767,47.326151027548455,150,CCW,-32.44936608058305,0
1760695999.9345527,45.32114863794399,150,CCW,-33.204771000130336,0
1760696000.0369275,41.90810301856918,155,L,-17.657224799630285,0
1760696000.2819843,41.127287266858964,155,R,14.255855490743556,0
1760696000.558481,46.04971926723766,150,CW,28.21354660523366,0
1760696000.872353,44.4982713479703,150,CW,35.14817905859121,0
1760696000.973988,41.90310129798155,150,CW,30.7479949814811,0
1760696001.0767481,41.43387625218695,155,R,24.998318339366392,0
1760696001.2721372,40.57272881821225,160,F,-0.7126071896217354,0
1760696001.5834858,40.467299110688856,150,CCW,-30.10889480732135,0
1760696002.0952086,27.644555658901876,140,L,-58.531832559176394,0
1760696002.5424979,18.99396803437114,140,L,-15.69288818185538,0
1760696002.6444874,18.91412640217966,145,F,2.181214077899881,0
1760696003.08584,28.99072101552955,140,R,21.12550791005077,0
1760696003.4672067,23.08542890177858,140,R,23.863245890110022,0
1760696003.570771,20.45650188116548,140,R,19.410061060046587,0
1760696003.674691,16.75207447295947,140,R,29.39337029214289,0
1760696004.8971,11.066553326593665,125,L,-28.317817710735767,0
1760696005.106002,21.995208403081193,140,L,-19.93039782359608,0
1760696005.2076693,26.641008756076868,145,L,-11.962714562107067,0
1760696005.3093033,29.200488386252445,140,L,-15.419083551330118,0
1760696005.5227902,39.098964283750895,155,L,-10.809902390321554,0
1760696005.6248128,39.92827386639331,159,F,-4.226671167176903,0
1760696005.8410485,48.86902220777832,164,F,-5.817318055417218,0
1760696005.9430342,50.3198379378449,165,F,-7.745925087555179,0
1760696006.0451233,49.27525781748329,164,F,-3.9613748274833256,0
1760696006.3289554,37.2977027448814,155,L,-11.455966713100338,0
1760696006.748046,11.89253545499497,125,L,-44.685324387858884,0
1760696007.7636228,24.96156644595135,153,F,2.8704357987654134,0
1760696007.991616,39.760554450184316,159,F,2.9365179407638493,0
1760696008.0939162,45.11951455058754,162,F,-2.1589600727012908,0
1760696008.1961076,45.570940546263735,162,F,1.8125897614800692,0
1760696008.6496313,28.456728198235577,157,F,0.8446764680640513,0
1760696008.7516882,23.39323835815889,151,F,-1.7666288163880495,0
1760696008.853033,15.062934157112897,140,F,-2.2727333162634977,0
1760696009.465353,19.788693439628243,140,L,-175.80848536205846,0
1760696009.664424,28.13700244313361,140,L,-177.5129040569515,0
1760696009.7706738,27.96213961592559,140,L,-179.30703843980157,0
1760696009.8737237,21.99121208535084,140,R,178.49875077664316,0
1760696010.0555105,19.49497817360629,140,R,171.52925473179675,0
1760696010.1575203,17.98299429878666,140,R,163.38150524059213,0
1760696010.2590072,18.311710595441657,140,R,162.57794249939568,0
1760696010.4791088,21.03560176383339,140,R,173.40952796227543,0
1760696010.581504,22.466694865960097,140,R,178.9456589818285,0
1760696010.68519,23.724350294505758,140,L,-175.6422898123315,0
1760696010.8745832,27.95226808357043,140,L,-161.3264871984453,0
1760696010.9767241,29.503119495994753,140,L,-157.6232473859192,0
1760696011.0795624,28.46920646765299,140,L,-157.23155540102132,0
1760696011.2966814,24.334109714875513,140,L,-160.17642943390743,0
1760696011.3988006,23.36868283978577,140,L,-161.70079823195692,0
1760696011.5014265,19.487238658402305,140,L,-179.05857732758705,0
1760696011.8928096,18.63877345364808,140,R,153.800974559014,0
1760696012.106394,20.57092960000597,140,R,134.42661836028935,0
1760696012.2079115,21.367701979226027,140,R,128.859954624512,0
1760696012.310261,20.736791700766865,140,R,126.96564562228394,0
1760696012.5189297,22.603048717037215,140,R,136.8193655179478,0
1760696012.6201904,26.201148238856515,140,R,147.44390586594346,0
1760696012.7218034,26.82685824409922,140,R,149.58940290596496,0
1760696012.9471583,32.154085078140476,150,CW,159.24647798627726,0
1760696013.2621143,42.81145852183016,150,CW,171.39700183994972,0
1760696013.3644595,45.308059136932336,150,CW,174.34418280499276,0
1760696013.467389,46.765100966186615,150,CW,174.21948106616588,0
1760696013.6815348,46.671238111947396,150,CW,169.55481311462287,0
1760696013.7832494,43.45316895524484,150,CW,166.05897263703955,0
1760696013.8854592,41.539321764655945,150,CW,162.12849846450027,0
1760696014.1977568,31.381045067691637,150,CW,142.60156133685362,0
1760696014.299917,27.488573064734705,140,R,134.18677793144002,0
1760696014.587335,19.788693439628243,140,R,113.31574079223155,0
1760696014.6887975,15.95589110543572,140,R,102.70926231366698,0
1760696014.791071,13.910984002090835,125,R,107.17524665843811,0
1760696015.1249034,9.682282631847087,125,R,140.29026578529397,0
1760696015.5358167,10.898474834979242,125,L,-138.75933778617735,0
1760696016.1335626,13.912019615472683,125,L,-16.537574662472878,0
1760696016.5427296,27.775826898539837,140,L,-24.973545863066178,0
1760696016.6451457,32.35334642994767,155,L,-16.315216913791218,0
1760696016.7470093,34.60473477847327,155,L,-14.333056040145976,0
1760696017.0376737,36.899985935076856,155,R,11.522900078507533,0
1760696017.265402,42.53817935053638,161,F,7.873625742293655,0
1760696017.6487122,37.45993923783983,150,CW,27.108776861901035,0
1760696017.9772415,24.510186278675054,140,R,23.40356947232226,0
1760696018.3873866,11.06655332659366,125,L,-15.375452773014658,0
1760696018.5049083,11.577811472763164,125,L,-28.67386100570593,0
1760696018.607071,11.24959668662438,125,L,-33.60103916437831,0
1760696018.709217,10.825343389601546,125,L,-48.760455451115206,0
1760696019.015519,12.299254410040609,125,L,-17.532726777608715,0
1760696019.1196246,13.883329997193723,125,L,-8.655727615346649,0
1760696019.2258227,15.347962536544921,140,F,-3.688522508583702,0
1760696019.459761,19.675037244680052,140,R,16.883940418516346,0
1760696020.5678074,11.056474382263398,125,L,-151.2132144496477,0
1760696021.0998952,10.167573209016716,125,L,-21.067524823352073,0
1760696021.3031013,17.181771123148796,145,L,-13.12637669682752,0
1760696021.405283,21.532523960819084,148,F,-1.4062701545574043,0
1760696021.5978367,31.86361046307095,150,CW,153.76667567890297,0
1760696022.724224,10.639977064709052,125,L,-132.6224572880668,0
1760696023.3599555,10.73094348457169,125,L,-60.840783362811834,0
1760696023.5549674,13.633628191512429,125,L,-44.14014850255282,0
1760696023.656566,19.788693439628243,140,L,-166.0809068106569,0
1760696023.7580876,21.594192211363826,140,L,-162.93660963594854,0
1760696024.2574959,32.13762270986342,150,CCW,-146.58066645074396,0
1760696024.566351,40.16746437793514,150,CCW,-141.59943267421724,0
1760696024.667191,41.0146733803747,150,CCW,-132.5102229530577,0
1760696024.7695498,44.32746603635666,150,CCW,-146.41899148175258,0
1760696025.1000173,50.43527952453644,150,CCW,-160.661294175666,0
1760696025.2023065,50.43527952453644,150,CCW,-160.661294175666,0
1760696025.3044631,50.43527952453644,150,CCW,-160.661294175666,0
1760696025.4926834,50.43527952453644,150,CCW,-160.661294175666,0
1760696025.5946486,50.43527952453644,150,CCW,-160.661294175666,0
1760696025.6977887,50.43527952453644,150,CCW,-160.661294175666,0
1760696025.9093142,50.43527952453644,150,CCW,-160.661294175666,0
1760696026.011048,50.43527952453644,150,CCW,-160.661294175666,0
1760696026.112541,50.43527952453644,150,CCW,-160.661294175666,0
1760696026.4400954,50.43527952453644,150,CCW,-160.661294175666,0
1760696026.542001,50.43527952453644,150,CCW,-160.661294175666,0
1760696026.643641,50.43527952453644,150,CCW,-160.661294175666,0
1760696026.9428322,50.43527952453644,150,CCW,-160.661294175666,0
1760696027.0462875,50.43527952453644,150,CCW,-160.661294175666,0
1760696027.1495087,50.43527952453644,150,CCW,-160.661294175666,0
1760696027.448213,50.43527952453644,150,CCW,-160.661294175666,0
1760696027.5512207,50.43527952453644,150,CCW,-160.661294175666,0
1760696027.6533582,50.43527952453644,150,CCW,-160.661294175666,0
1760696027.800464,43.96907034234387,150,CCW,-169.2157021324374,0
1760696027.9023824,41.395465834878614,150,CCW,-155.9546237801346,0
1760696028.0041506,38.44827157873451,150,CCW,-140.93085239487155,0
1760696028.3050795,36.38420245358648,150,CCW,-139.10123638257758,0
1760696028.40961,37.47265572851325,150,CCW,-137.22046100079274,0
1760696028.5178766,39.98420284543915,150,CCW,-145.08009189943007,0
1760696028.8154657,46.72539048684566,150,CCW,-142.86591152341936,0
1760696028.9172802,46.72539048684566,150,CCW,-142.86591152341936,0
1760696029.0197089,46.72539048684566,150,CCW,-142.86591152341936,0
1760696029.2368553,46.72539048684566,150,CCW,-142.86591152341936,0
1760696029.3384216,46.72539048684566,150,CCW,-142.86591152341936,0
1760696029.4393766,46.72539048684566,150,CCW,-142.86591152341936,0
1760696029.619479,46.72539048684566,150,CCW,-142.86591152341936,0
1760696029.7213824,46.72539048684566,150,CCW,-142.86591152341936,0
1760696029.823637,46.72539048684566,150,CCW,-142.86591152341936,0
1760696030.1647053,46.72539048684566,150,CCW,-142.86591152341936,0
1760696030.2659729,46.72539048684566,150,CCW,-142.86591152341936,0
1760696030.3676171,46.72539048684566,150,CCW,-142.86591152341936,0
1760696030.651542,46.72539048684566,150,CCW,-142.86591152341936,0
1760696030.754151,46.72539048684566,150,CCW,-142.86591152341936,0
1760696030.8574386,46.72539048684566,150,CCW,-142.86591152341936,0
1760696031.0710254,42.61676514754507,150,CCW,-113.19685014942823,0
1760696031.1727378,44.59349928570415,150,CCW,-111.62273804876332,0
1760696031.2749102,36.759576082560564,150,CCW,-146.3810192342727,0
1760696031.5836377,29.349614484978495,140,L,-136.72732351713492,0
1760696031.8934367,32.877409150776565,150,CCW,-140.4607512696761,0
1760696032.1893628,42.40642458213323,150,CCW,-172.6103496439872,0
1760696032.2910283,46.84805576916374,150,CCW,-159.94327234234132,0
1760696032.393709,49.71905179997715,150,CCW,-178.9681081509042,0
1760696032.7603378,49.71905179997715,150,CCW,-178.9681081509042,0
1760696032.8623688,49.71905179997715,150,CCW,-178.9681081509042,0
1760696032.9642303,49.71905179997715,150,CCW,-178.9681081509042,0
1760696033.1610816,49.71905179997715,150,CCW,-178.9681081509042,0
1760696033.263335,49.71905179997715,150,CCW,-178.9681081509042,0
1760696033.3653574,49.71905179997715,150,CCW,-178.9681081509042,0
1760696033.7758038,49.71905179997715,150,CCW,-178.9681081509042,0
1760696033.8783934,49.71905179997715,150,CCW,-178.9681081509042,0
1760696033.9802074,49.71905179997715,150,CCW,-178.9681081509042,0
1760696034.2875364,49.71905179997715,150,CCW,-178.9681081509042,0
1760696034.3893464,49.71905179997715,150,CCW,-178.9681081509042,0
1760696034.4920325,49.71905179997715,150,CCW,-178.9681081509042,0
1760696034.7027256,43.463988665982484,150,CCW,-90.4322547842566,0
1760696034.8051744,42.96228304362503,150,CCW,-158.14060689834648,0
1760696034.907386,36.903542726311315,150,CCW,-144.13861589241156,0
1760696035.3151748,31.72417720142898,150,CCW,-118.82763327496176,0
1760696035.4181836,33.38554695276911,150,CCW,-111.51442257705924,0
1760696035.520111,34.823721151794025,150,CCW,-113.82068725315554,0
1760696035.9253294,49.515770451878126,150,CW,129.36998890596757,0
1760696036.2317474,56.08461303908505,150,CW,142.03334933759305,0
1760696036.3333669,56.08461303908505,150,CW,142.03334933759305,0
1760696036.434649,56.08461303908505,150,CW,142.03334933759305,0
1760696037.062649,39.598227230413606,150,CCW,-177.28976210543792,0
1760696037.45669,29.160293927551624,140,L,-111.70897269422264,0
1760696037.669435,27.76301500319732,140,L,-116.11387885480389,0
1760696037.7746189,29.82041583763824,140,L,-118.5217569439935,0
1760696037.877152,31.218717513028757,150,CCW,-115.88727643540932,0
1760696038.092941,37.40500588771761,150,CCW,-114.93412019664683,0
1760696038.1961024,40.08144272042488,150,CCW,-121.37357886857043,0
1760696038.2990327,42.015477427949854,150,CCW,-119.18616308809018,0
1760696038.5918157,51.10489995045401,150,CW,46.50469141358866,0
1760696038.8955963,51.10489995045401,150,CW,46.50469141358866,0
1760696038.996909,51.10489995045401,150,CW,46.50469141358866,0
1760696039.0988142,51.10489995045401,150,CW,46.50469141358866,0
1760696039.4042282,52.209062921986394,150,CW,100.00085309177217,0
1760696039.5073054,50.00291508376456,150,CW,72.68753235401306,0
1760696039.608556,43.427012716576186,150,CCW,-125.18828218860244,0
1760696039.9367487,37.41848467357578,150,CCW,-114.16379900054085,0
1760696040.0384245,35.966301396191284,150,CCW,-118.49963613978127,0
1760696040.1405659,35.67393863810103,150,CCW,-119.17761341290816,0
1760696040.286834,36.29254099623267,150,CCW,-119.76824814172812,0
1760696040.3890738,37.60920132970703,150,CCW,-114.99877009893842,0
1760696040.4902723,41.60552839635805,150,CCW,-122.81699465267221,0
1760696040.6742957,48.186690215056956,150,CCW,-178.39615520133015,0
1760696040.7816303,50.00291508376456,150,CW,46.122481176935054,0
1760696040.982482,53.65144112046388,150,CW,124.72722067871312,0
1760696041.0842712,53.65144112046388,150,CW,124.72722067871312,0
1760696041.1869745,63.27956603879326,165,CW,154.23970170866772,0
1760696041.4076667,54.740120088240566,150,CW,164.6127975579012,0
1760696041.5092735,44.91556333918602,150,CCW,-177.80385748431,0
1760696041.801108,37.23380085797949,150,CCW,-124.94534052866993,0
1760696041.9026148,38.31813928678326,150,CCW,-120.55016451770439,0
1760696042.004635,39.787837754647335,150,CCW,-144.86528292510653,0
1760696042.2123659,44.186307523228635,150,CCW,-166.45547801002573,0
1760696042.3141453,51.10489995045401,150,CW,109.93964023651067,0
1760696042.5224068,59.58998670463123,150,CW,151.56360522235917,0
1760696042.6249938,59.58998670463123,150,CW,151.56360522235917,0
1760696042.7283525,58.86124162072501,150,CW,150.6157378744089,0
1760696042.9425468,51.829151349491,150,CW,116.18235117478969,0
1760696043.0449543,47.44368661471115,150,CW,90.74937340438515,0
1760696043.1462958,43.065047921638204,150,CW,162.4040549217774,0
1760696043.6633532,30.94635225363955,150,CCW,-126.14048151199219,0
1760696043.849282,30.622803606060735,150,CCW,-129.23492692124523,0
1760696043.95216,32.04938328036978,150,CCW,-138.26412628439317,0
1760696044.0545483,31.895976455779724,150,CCW,-136.54239089242043,0
1760696044.3661568,29.242467260409448,140,L,-127.55717875398292,0
1760696044.8680313,41.97069450034231,150,CW,179.3697299157135,0
1760696045.0905309,49.515770451878126,150,CW,155.93504008304558,0
1760696045.1932461,55.17672416974963,150,CCW,-151.77444103083198,0
1760696045.4848015,46.131257539310226,150,CCW,-119.51145127389586,0
1760696045.786815,54.4570358171428,150,CCW,-157.77101332124292,0
1760696045.8893979,54.4570358171428,150,CCW,-157.77101332124292,0
1760696046.3130877,54.4570358171428,150,CCW,-157.77101332124292,0
1760696046.415177,54.4570358171428,150,CCW,-157.77101332124292,0
1760696046.5181923,54.4570358171428,150,CCW,-157.77101332124292,0
1760696046.8448575,21.92031647511563,140,R,92.86382083027665,0
1760696047.2553122,29.430758516912174,140,L,-133.86022921073118,0
1760696047.5846922,33.88185463267653,150,CCW,-134.02587772772748,0
1760696047.798892,35.9063129637409,150,CCW,-135.04059959455938,0
1760696047.9013665,34.18642413927423,150,CCW,-132.4943143121988,0
1760696048.0058398,32.404628842406304,150,CCW,-129.16397882055205,0
1760696048.3937898,23.328940333188136,140,L,-102.14733406684024,0
1760696048.7207453,14.493078577010273,125,L,-67.19361844933502,0
1760696048.8236315,10.972226080818775,125,L,-43.53931410128753,0
1760696048.9265678,9.503806082308744,125,L,-23.68374067984696,0
1760696049.3427002,13.12985803262931,125,R,47.18709666466076,0
1760696049.6423995,18.02162879662191,140,R,66.13166998669264,0
1760696049.750517,20.602642093039048,140,R,71.9456495778021,0
1760696049.8519576,19.079505946899953,140,R,73.16594393092475,0
1760696050.1663764,14.865064393461507,125,R,87.1532039206574,0
1760696050.2712636,10.755615641561674,125,R,87.38002266000542,0
1760696051.0559127,10.65669334452739,130,R,3.5404800508427066,0
1760696051.7870195,45.14237300019069,162,F,5.50997650912038,0
1760696052.0078325,55.61979999921584,167,F,2.7606239399683723,0
1760696052.1102211,56.828873825701315,168,F,0.06927828995105578,0
1760696052.2132096,57.068570623984684,168,F,-2.55047934724036,0
1760696052.439605,50.62098628133713,155,L,-18.74348302165848,0
1760696052.9507904,26.003114751138348,140,L,-45.22199340376386,0
1760696053.0523717,24.04297759681286,140,L,-55.28016055714289,0
1760696053.1538923,21.279954129418094,140,L,-58.68747518595342,0
1760696053.550198,16.333588580281308,140,L,-65.77781475235855,0
1760696053.6525674,15.08149787827557,140,L,-69.67838101134066,0
1760696053.7541275,13.13762882117774,125,L,-75.15586925162495,0
1760696054.0766084,12.046672553764246,125,L,-80.29391232464963,0
1760696054.1792579,9.950491023854482,125,L,-101.52328182704207,0
1760696055.71244,11.897513151457758,125,L,-22.50982197288722,0
1760696056.0316865,28.72411962003684,145,L,-6.67587962478386,0
1760696056.1330082,33.112791868706665,156,F,-5.535877526741141,0
1760696056.3261313,41.90810301856918,160,F,-4.992133972125583,0
1760696056.4324706,44.4797219076608,162,F,-0.9184900150360313,0
1760696056.5358317,44.537884773540725,162,F,-7.122408248908471,0
1760696057.3385298,17.376779197848403,140,L,-53.38160976756376,0
1760696057.8644795,25.41394924552355,140,L,-141.2169563654418,0
1760696057.9665933,36.25356415640404,150,CCW,-154.8857631340461,0
1760696058.1692574,36.46772492542319,150,CCW,-161.4619941665089,0
1760696058.2721086,36.756413460151535,150,CCW,-164.32665680432922,0
1760696058.3741457,37.0500750802011,150,CCW,-163.89592613750023,0
1760696058.6886451,38.051848566565845,150,CCW,-153.41243010780323,0
1760696058.7914858,36.858471573961154,150,CCW,-148.79076136237015,0
1760696058.8998144,32.33760127514562,150,CCW,-136.45317135390235,0
1760696059.102245,28.224797931390906,140,L,-126.48209335584335,0
1760696059.5037258,13.950805319066044,125,L,-75.05045029050586,0
1760696059.605483,13.13762882117773,125,L,-65.98654177861937,0
1760696059.7083292,12.486646412613277,125,L,-57.17735968376351,0
1760696060.3645632,21.666162986017667,148,F,4.546102801908489,0
1760696060.566143,26.553116734701163,155,F,3.262843174926786,0
1760696060.6680617,27.693381349585398,156,F,3.7451470524111983,0
1760696060.7706354,29.010477333360335,158,F,0.12784754040075086,0
1760696061.1775134,10.622412839491535,130,R,3.834793431225876,0
1760696061.5870047,15.481716544867982,140,R,167.41441542756513,0
1760696061.6888256,20.50320906695454,140,R,169.57638651470506,0
1760696061.7913177,21.73556205791554,140,R,170.5047136919041,0
1760696062.0972273,33.42034647163022,150,CW,174.57193733959664,0
1760696062.4364555,41.48732665443752,150,CCW,-178.8525599066862,0
1760696062.6167538,48.6652335673745,150,CW,179.64017328385387,0
1760696063.0310097,48.31692240632903,150,CCW,-168.50153303875663,0
1760696063.3380747,48.41141315923547,150,CCW,-173.98699716091951,0
1760696063.4436274,49.34438366348374,150,CCW,-172.4355172343739,0
1760696063.5486083,49.81703703261131,150,CW,179.72113161189492,0
1760696064.2535505,35.76855004995938,150,CCW,-116.33724718307721,0
1760696064.4697526,34.745862418296554,150,CCW,-109.09058739274357,0
1760696064.5719037,35.39350061991593,150,CCW,-111.03449355216623,0
1760696064.6739771,34.30105123691321,150,CCW,-107.00879835292987,0
1760696064.8731172,30.537450062657207,150,CCW,-95.38546564816342,0
1760696064.9758983,27.924834445176913,140,L,-86.00758730041947,0
1760696065.1768382,21.007772852206894,140,L,-53.29298173471361,0
1760696065.2796538,19.390215181922624,140,L,-42.046743557107376,0
1760696065.3859856,18.67961243512617,140,L,-31.283832026088888,0
1760696065.7954228,24.829615574003878,145,R,6.390443134140071,0
